Question ID,Language,Date
34551710,python,2015-12-31
34551711,php,2015-12-31
34551716,javascript,2015-12-31
34551719,java,2015-12-31
34551721,python,2015-12-31
34551724,c#,2015-12-31
34551729,sql,2015-12-31
34551730,php,2015-12-31
34551731,r,2015-12-31
34551732,php,2015-12-31
34551734,c++,2015-12-31
34551739,swift,2015-12-31
34551747,c,2015-12-31
34551750,python,2015-12-31
34551772,javascript,2015-12-31
34551789,python,2015-12-31
34551793,php,2015-12-31
34551800,c#,2015-12-31
34551801,java,2015-12-31
34551802,php,2015-12-31
34551814,javascript,2015-12-31
34551819,java,2015-12-31
34551821,c#,2015-12-31
34551846,r,2015-12-31
34551857,c#,2015-12-31
34551859,php,2015-12-31
34551871,python,2015-12-31
34551872,python,2015-12-31
34551881,java,2015-12-31
34551885,javascript,2015-12-31
34551890,javascript,2015-12-31
34551891,php,2015-12-31
34551892,swift,2015-12-31
34551894,java,2015-12-31
34551895,javascript,2015-12-31
34551900,javascript,2015-12-31
34551904,javascript,2015-12-31
34551908,java,2015-12-31
34551912,c#,2015-12-31
34551920,javascript,2015-12-31
34551931,python,2015-12-31
34551934,javascript,2015-12-31
34551944,php,2015-12-31
34551946,javascript,2015-12-31
34551948,javascript,2015-12-31
34551950,r,2015-12-31
34551964,php,2015-12-31
34551967,java,2015-12-31
34551973,javascript,2015-12-31
34551974,c++,2015-12-31
34551976,java,2015-12-31
34551980,python,2015-12-31
34551984,javascript,2015-12-31
34551986,php,2015-12-31
34551990,javascript,2015-12-31
34551994,javascript,2015-12-31
34552000,python,2015-12-31
34552001,lua,2015-12-31
34552003,javascript,2015-12-31
34552004,swift,2015-12-31
34552008,python,2015-12-31
34552009,php,2015-12-31
34552021,python,2015-12-31
34552024,c#,2015-12-31
34552034,php,2015-12-31
34552036,c++,2015-12-31
34552037,java,2015-12-31
34552038,javascript,2015-12-31
34552042,javascript,2015-12-31
34552045,typescript,2015-12-31
34552049,python,2015-12-31
34552056,c++,2015-12-31
34552062,java,2015-12-31
34552068,javascript,2015-12-31
34552075,c++,2015-12-31
34552083,php,2015-12-31
34552091,php,2015-12-31
34552096,python,2015-12-31
34552097,java,2015-12-31
34552099,sql,2015-12-31
34552101,javascript,2015-12-31
34552104,php,2015-12-31
34552119,javascript,2015-12-31
34552122,java,2015-12-31
34552124,c++,2015-12-31
34552133,javascript,2015-12-31
34552135,javascript,2015-12-31
34552137,java,2015-12-31
34552138,javascript,2015-12-31
34552151,javascript,2015-12-31
34552158,swift,2015-12-31
34552164,objective-c,2015-12-31
34552170,php,2015-12-31
34552185,java,2015-12-31
34552188,java,2015-12-31
34552202,ruby,2015-12-31
34552206,c#,2015-12-31
34552214,java,2015-12-31
34552215,python,2015-12-31
34552216,java,2015-12-31
34552219,javascript,2015-12-31
34552230,r,2015-12-31
34552247,bash,2015-12-31
34552249,java,2015-12-31
34552254,java,2015-12-31
34552260,c#,2015-12-31
34552264,python,2015-12-31
34552267,bash,2015-12-31
34552268,sql,2015-12-31
34552271,c++,2015-12-31
34552273,python,2015-12-31
34552278,python,2015-12-31
34552280,matlab,2015-12-31
34552281,java,2015-12-31
34552284,python,2015-12-31
34552287,c#,2015-12-31
34552289,python,2015-12-31
34552292,python,2015-12-31
34552294,python,2015-12-31
34552301,go,2015-12-31
34552304,python,2015-12-31
34552306,javascript,2015-12-31
34552308,python,2015-12-31
34552311,c#,2015-12-31
34552320,java,2015-12-31
34552323,swift,2015-12-31
34552334,go,2015-12-31
34552335,c++,2015-12-31
34552337,java,2015-12-31
34552347,php,2015-12-31
34552361,c#,2015-12-31
34552364,swift,2015-12-31
34552368,php,2015-12-31
34552372,bash,2015-12-31
34552374,r,2015-12-31
34552380,c++,2015-12-31
34552382,javascript,2015-12-31
34552384,php,2015-12-31
34552396,java,2015-12-31
34552404,php,2015-12-31
34552411,python,2015-12-31
34552430,javascript,2015-12-31
34552432,python,2015-12-31
34552439,java,2015-12-31
34552452,java,2015-12-31
34552465,php,2015-12-31
34552470,sql,2015-12-31
34552473,python,2015-12-31
34552480,java,2015-12-31
34552487,ruby,2015-12-31
34552492,php,2015-12-31
34552506,java,2015-12-31
34552511,c++,2015-12-31
34552513,ruby,2015-12-31
34552519,c,2015-12-31
34552536,javascript,2015-12-31
34552543,java,2015-12-31
34552549,c++,2015-12-31
34552550,objective-c,2016-01-01
34552551,ruby,2016-01-01
34552552,python,2016-01-01
34552555,java,2016-01-01
34552563,php,2016-01-01
34552565,java,2016-01-01
34552584,python,2016-01-01
34552588,javascript,2016-01-01
34552589,c#,2016-01-01
34552593,java,2016-01-01
34552610,php,2016-01-01
34552612,swift,2016-01-01
34552613,c#,2016-01-01
34552615,php,2016-01-01
34552621,swift,2016-01-01
34552629,c#,2016-01-01
34552653,python,2016-01-01
34552655,c#,2016-01-01
34552656,java,2016-01-01
34552660,c,2016-01-01
34552664,php,2016-01-01
34552670,python,2016-01-01
34552672,r,2016-01-01
34552676,javascript,2016-01-01
34552678,objective-c,2016-01-01
34552680,c#,2016-01-01
34552704,swift,2016-01-01
34552706,python,2016-01-01
34552707,c,2016-01-01
34552710,java,2016-01-01
34552711,c#,2016-01-01
34552713,bash,2016-01-01
34552720,javascript,2016-01-01
34552723,go,2016-01-01
34552725,c#,2016-01-01
34552729,c#,2016-01-01
34552733,javascript,2016-01-01
34552737,php,2016-01-01
34552740,javascript,2016-01-01
34552743,java,2016-01-01
34552746,javascript,2016-01-01
34552748,php,2016-01-01
34552749,c#,2016-01-01
34552752,c++,2016-01-01
34552755,swift,2016-01-01
34552758,php,2016-01-01
34552766,matlab,2016-01-01
34552770,python,2016-01-01
34552773,c++,2016-01-01
34552774,java,2016-01-01
34552783,c++,2016-01-01
34552788,javascript,2016-01-01
34552807,c,2016-01-01
34552809,python,2016-01-01
34552825,java,2016-01-01
34552828,c++,2016-01-01
34552829,javascript,2016-01-01
34552833,php,2016-01-01
34552837,java,2016-01-01
34552854,javascript,2016-01-01
34552863,c++,2016-01-01
34552864,sql,2016-01-01
34552868,javascript,2016-01-01
34552875,java,2016-01-01
34552876,c#,2016-01-01
34552878,java,2016-01-01
34552880,javascript,2016-01-01
34552917,java,2016-01-01
34552918,javascript,2016-01-01
34552920,python,2016-01-01
34552922,javascript,2016-01-01
34552927,rust,2016-01-01
34552929,php,2016-01-01
34552937,python,2016-01-01
34552938,c#,2016-01-01
34552945,c,2016-01-01
34552948,php,2016-01-01
34552963,c#,2016-01-01
34552965,javascript,2016-01-01
34552970,scala,2016-01-01
34552973,swift,2016-01-01
34552974,sql,2016-01-01
34552987,python,2016-01-01
34552999,swift,2016-01-01
34553007,java,2016-01-01
34553015,php,2016-01-01
34553018,python,2016-01-01
34553022,javascript,2016-01-01
34553023,php,2016-01-01
34553034,java,2016-01-01
34553044,r,2016-01-01
34553045,sql,2016-01-01
34553048,c#,2016-01-01
34553049,python,2016-01-01
34553061,javascript,2016-01-01
34553069,c++,2016-01-01
34553077,python,2016-01-01
34553080,php,2016-01-01
34553082,swift,2016-01-01
34553095,php,2016-01-01
34553104,python,2016-01-01
34553109,python,2016-01-01
34553110,python,2016-01-01
34553114,java,2016-01-01
34553115,javascript,2016-01-01
34553122,sql,2016-01-01
34553126,php,2016-01-01
34553129,javascript,2016-01-01
34553145,javascript,2016-01-01
34553147,ruby,2016-01-01
34553148,java,2016-01-01
34553154,javascript,2016-01-01
34553156,haskell,2016-01-01
34553157,php,2016-01-01
34553161,c++,2016-01-01
34553162,scala,2016-01-01
34553174,javascript,2016-01-01
34553176,javascript,2016-01-01
34553177,sql,2016-01-01
34553178,java,2016-01-01
34553187,c#,2016-01-01
34553198,sql,2016-01-01
34553203,c#,2016-01-01
34553204,java,2016-01-01
34553213,php,2016-01-01
34553216,java,2016-01-01
34553225,r,2016-01-01
34553230,python,2016-01-01
34553232,c++,2016-01-01
34553239,ruby,2016-01-01
34553241,php,2016-01-01
34553244,javascript,2016-01-01
34553248,java,2016-01-01
34553257,javascript,2016-01-01
34553270,swift,2016-01-01
34553275,java,2016-01-01
34553277,c,2016-01-01
34553281,swift,2016-01-01
34553284,java,2016-01-01
34553287,swift,2016-01-01
34553290,java,2016-01-01
34553296,c#,2016-01-01
34553305,javascript,2016-01-01
34553311,c++,2016-01-01
34553318,swift,2016-01-01
34553322,php,2016-01-01
34553323,lua,2016-01-01
34553324,java,2016-01-01
34553335,java,2016-01-01
34553337,php,2016-01-01
34553338,javascript,2016-01-01
34553339,java,2016-01-01
34553345,php,2016-01-01
34553356,python,2016-01-01
34553370,bash,2016-01-01
34553376,java,2016-01-01
34553379,php,2016-01-01
34553387,python,2016-01-01
34553394,javascript,2016-01-01
34553397,swift,2016-01-01
34553401,javascript,2016-01-01
34553403,c#,2016-01-01
34553418,javascript,2016-01-01
34553424,python,2016-01-01
34553438,java,2016-01-01
34553440,java,2016-01-01
34553444,javascript,2016-01-01
34553457,javascript,2016-01-01
34553459,c#,2016-01-01
34553460,java,2016-01-01
34553462,javascript,2016-01-01
34553467,matlab,2016-01-01
34553469,objective-c,2016-01-01
34553474,php,2016-01-01
34553475,bash,2016-01-01
34553481,java,2016-01-01
34553482,haskell,2016-01-01
34553490,objective-c,2016-01-01
34553491,r,2016-01-01
34553495,php,2016-01-01
34553498,java,2016-01-01
34553500,php,2016-01-01
34553502,python,2016-01-01
34553508,java,2016-01-01
34553513,php,2016-01-01
34553515,python,2016-01-01
34553523,javascript,2016-01-01
34553526,javascript,2016-01-01
34553536,php,2016-01-01
34553541,ruby,2016-01-01
34553546,swift,2016-01-01
34553555,c#,2016-01-01
34553559,python,2016-01-01
34553567,javascript,2016-01-01
34553573,javascript,2016-01-01
34553591,c++,2016-01-01
34553596,python,2016-01-01
34553597,java,2016-01-01
34553601,swift,2016-01-01
34553603,bash,2016-01-01
34553608,php,2016-01-01
34553612,swift,2016-01-01
34553616,php,2016-01-01
34553622,python,2016-01-01
34553632,php,2016-01-01
34553641,scala,2016-01-01
34553643,java,2016-01-01
34553647,c#,2016-01-01
34553652,php,2016-01-01
34553655,swift,2016-01-01
34553656,python,2016-01-01
34553663,c,2016-01-01
34553680,c#,2016-01-01
34553684,objective-c,2016-01-01
34553692,php,2016-01-01
34553696,scala,2016-01-01
34553705,java,2016-01-01
34553709,java,2016-01-01
34553719,python,2016-01-01
34553722,java,2016-01-01
34553728,ruby,2016-01-01
34553730,java,2016-01-01
34553731,php,2016-01-01
34553732,c#,2016-01-01
34553742,java,2016-01-01
34553746,java,2016-01-01
34553749,ruby,2016-01-01
34553760,php,2016-01-01
34553775,sql,2016-01-01
34553778,python,2016-01-01
34553780,python,2016-01-01
34553782,java,2016-01-01
34553794,php,2016-01-01
34553805,php,2016-01-01
34553810,javascript,2016-01-01
34553816,javascript,2016-01-01
34553818,java,2016-01-01
34553825,c#,2016-01-01
34553835,c++,2016-01-01
34553838,javascript,2016-01-01
34553839,java,2016-01-01
34553840,c#,2016-01-01
34553853,c#,2016-01-01
34553858,c++,2016-01-01
34553859,java,2016-01-01
34553864,swift,2016-01-01
34553877,ruby,2016-01-01
34553878,javascript,2016-01-01
34553881,java,2016-01-01
34553882,c#,2016-01-01
34553889,java,2016-01-01
34553890,javascript,2016-01-01
34553892,c#,2016-01-01
34553893,scala,2016-01-01
34553900,objective-c,2016-01-01
34553903,c#,2016-01-01
34553906,php,2016-01-01
34553910,php,2016-01-01
34553913,r,2016-01-01
34553917,ruby,2016-01-01
34553919,c++,2016-01-01
34553949,java,2016-01-01
34553950,c++,2016-01-01
34553955,java,2016-01-01
34553958,javascript,2016-01-01
34553960,c++,2016-01-01
34553969,php,2016-01-01
34553975,javascript,2016-01-01
34553980,c#,2016-01-01
34553984,java,2016-01-01
34553985,c#,2016-01-01
34553992,javascript,2016-01-01
34553994,java,2016-01-01
34553996,php,2016-01-01
34554000,c++,2016-01-01
34554002,sql,2016-01-01
34554004,php,2016-01-01
34554013,php,2016-01-01
34554021,php,2016-01-01
34554023,c#,2016-01-01
34554024,javascript,2016-01-01
34554026,c,2016-01-01
34554051,php,2016-01-01
34554052,sql,2016-01-01
34554053,php,2016-01-01
34554059,c#,2016-01-01
34554060,c,2016-01-01
34554074,c#,2016-01-01
34554079,python,2016-01-01
34554083,php,2016-01-01
34554085,python,2016-01-01
34554087,c++,2016-01-01
34554091,php,2016-01-01
34554097,javascript,2016-01-01
34554105,php,2016-01-01
34554111,ruby,2016-01-01
34554112,javascript,2016-01-01
34554124,javascript,2016-01-01
34554125,python,2016-01-01
34554132,php,2016-01-01
34554135,python,2016-01-01
34554136,java,2016-01-01
34554140,php,2016-01-01
34554147,java,2016-01-01
34554158,javascript,2016-01-01
34554169,c#,2016-01-01
34554170,java,2016-01-01
34554171,php,2016-01-01
34554191,javascript,2016-01-01
34554197,java,2016-01-01
34554203,sql,2016-01-01
34554205,php,2016-01-01
34554206,javascript,2016-01-01
34554207,java,2016-01-01
34554209,python,2016-01-01
34554217,java,2016-01-01
34554225,javascript,2016-01-01
34554234,java,2016-01-01
34554242,php,2016-01-01
34554246,java,2016-01-01
34554251,python,2016-01-01
34554262,sql,2016-01-01
34554263,java,2016-01-01
34554271,javascript,2016-01-01
34554272,swift,2016-01-01
34554274,java,2016-01-01
34554287,php,2016-01-01
34554288,javascript,2016-01-01
34554293,ruby,2016-01-01
34554297,php,2016-01-01
34554302,php,2016-01-01
34554303,java,2016-01-01
34554325,php,2016-01-01
34554329,java,2016-01-01
34554331,php,2016-01-01
34554332,python,2016-01-01
34554339,javascript,2016-01-01
34554347,python,2016-01-01
34554348,javascript,2016-01-01
34554359,javascript,2016-01-01
34554367,python,2016-01-01
34554369,c,2016-01-01
34554373,javascript,2016-01-01
34554382,javascript,2016-01-01
34554385,javascript,2016-01-01
34554394,sql,2016-01-01
34554401,php,2016-01-01
34554403,javascript,2016-01-01
34554406,c#,2016-01-01
34554410,python,2016-01-01
34554420,php,2016-01-01
34554421,java,2016-01-01
34554424,php,2016-01-01
34554425,sql,2016-01-01
34554428,java,2016-01-01
34554430,java,2016-01-01
34554435,javascript,2016-01-01
34554437,swift,2016-01-01
34554438,c#,2016-01-01
34554441,c#,2016-01-01
34554442,r,2016-01-01
34554448,swift,2016-01-01
34554457,python,2016-01-01
34554459,java,2016-01-01
34554471,python,2016-01-01
34554472,scala,2016-01-01
34554475,objective-c,2016-01-01
34554478,swift,2016-01-01
34554482,javascript,2016-01-01
34554483,swift,2016-01-01
34554486,php,2016-01-01
34554489,java,2016-01-01
34554496,c#,2016-01-01
34554505,c,2016-01-01
34554509,c#,2016-01-01
34554512,php,2016-01-01
34554522,javascript,2016-01-01
34554523,javascript,2016-01-01
34554528,swift,2016-01-01
34554533,php,2016-01-01
34554539,c++,2016-01-01
34554548,python,2016-01-01
34554555,javascript,2016-01-01
34554560,java,2016-01-01
34554562,javascript,2016-01-01
34554565,python,2016-01-01
34554566,java,2016-01-01
34554568,c#,2016-01-01
34554583,javascript,2016-01-01
34554586,php,2016-01-01
34554587,c++,2016-01-01
34554595,php,2016-01-01
34554596,javascript,2016-01-01
34554599,python,2016-01-01
34554603,c++,2016-01-01
34554605,java,2016-01-01
34554607,javascript,2016-01-01
34554609,c#,2016-01-01
34554612,c++,2016-01-01
34554616,c++,2016-01-01
34554628,javascript,2016-01-01
34554629,c++,2016-01-01
34554634,java,2016-01-01
34554644,sql,2016-01-01
34554645,javascript,2016-01-01
34554650,php,2016-01-01
34554652,javascript,2016-01-01
34554658,php,2016-01-01
34554661,javascript,2016-01-01
34554662,c,2016-01-01
34554664,python,2016-01-01
34554676,c++,2016-01-01
34554684,c#,2016-01-01
34554691,python,2016-01-01
34554692,javascript,2016-01-01
34554704,javascript,2016-01-01
34554705,python,2016-01-01
34554707,php,2016-01-01
34554711,c++,2016-01-01
34554717,python,2016-01-01
34554721,php,2016-01-01
34554726,swift,2016-01-01
34554738,java,2016-01-01
34554739,javascript,2016-01-01
34554751,java,2016-01-01
34554758,javascript,2016-01-01
34554768,objective-c,2016-01-01
34554771,javascript,2016-01-01
34554788,c++,2016-01-01
34554790,javascript,2016-01-01
34554792,javascript,2016-01-01
34554798,c#,2016-01-01
34554814,java,2016-01-01
34554816,php,2016-01-01
34554824,python,2016-01-01
34554828,python,2016-01-01
34554834,javascript,2016-01-01
34554842,c#,2016-01-01
34554852,python,2016-01-01
34554855,sql,2016-01-01
34554856,python,2016-01-01
34554863,javascript,2016-01-01
34554865,javascript,2016-01-01
34554869,php,2016-01-01
34554870,c#,2016-01-01
34554871,c#,2016-01-01
34554882,javascript,2016-01-01
34554886,java,2016-01-01
34554892,objective-c,2016-01-01
34554894,javascript,2016-01-01
34554896,java,2016-01-01
34554903,php,2016-01-01
34554912,java,2016-01-01
34554913,swift,2016-01-01
34554917,c#,2016-01-01
34554924,php,2016-01-01
34554926,haskell,2016-01-01
34554948,python,2016-01-01
34554951,java,2016-01-01
34554954,objective-c,2016-01-01
34554958,java,2016-01-01
34554962,php,2016-01-01
34554967,python,2016-01-01
34554968,ruby,2016-01-01
34554972,javascript,2016-01-01
34554974,javascript,2016-01-01
34554985,javascript,2016-01-01
34554997,javascript,2016-01-01
34554999,go,2016-01-01
34555004,c#,2016-01-01
34555008,java,2016-01-01
34555010,c#,2016-01-01
34555025,r,2016-01-01
34555033,c++,2016-01-01
34555041,java,2016-01-01
34555045,python,2016-01-01
34555047,java,2016-01-01
34555049,objective-c,2016-01-01
34555050,javascript,2016-01-01
34555058,php,2016-01-01
34555060,c#,2016-01-01
34555062,c#,2016-01-01
34555075,javascript,2016-01-01
34555092,c#,2016-01-01
34555093,java,2016-01-01
34555096,java,2016-01-01
34555097,javascript,2016-01-01
34555106,javascript,2016-01-01
34555112,javascript,2016-01-01
34555114,c++,2016-01-01
34555117,javascript,2016-01-01
34555123,c#,2016-01-01
34555124,c#,2016-01-01
34555135,python,2016-01-01
34555137,java,2016-01-01
34555140,assembly,2016-01-01
34555162,php,2016-01-01
34555171,javascript,2016-01-01
34555172,java,2016-01-01
34555182,c#,2016-01-01
34555185,java,2016-01-01
34555192,javascript,2016-01-01
34555194,php,2016-01-01
34555196,c++,2016-01-01
34555200,python,2016-01-01
34555214,php,2016-01-01
34555219,javascript,2016-01-01
34555225,javascript,2016-01-01
34555236,php,2016-01-01
34555240,c#,2016-01-01
34555241,php,2016-01-01
34555242,java,2016-01-01
34555248,bash,2016-01-01
34555255,c#,2016-01-01
34555260,java,2016-01-01
34555261,php,2016-01-01
34555262,c#,2016-01-01
34555264,javascript,2016-01-01
34555278,bash,2016-01-01
34555283,javascript,2016-01-01
34555301,c#,2016-01-01
34555302,c#,2016-01-01
34555304,java,2016-01-01
34555305,java,2016-01-01
34555311,javascript,2016-01-01
34555312,c#,2016-01-01
34555320,javascript,2016-01-01
34555326,c#,2016-01-01
34555332,javascript,2016-01-01
34555337,javascript,2016-01-01
34555341,javascript,2016-01-01
34555345,python,2016-01-01
34555357,java,2016-01-01
34555370,php,2016-01-01
34555376,sql,2016-01-01
34555390,javascript,2016-01-01
34555403,matlab,2016-01-01
34555404,bash,2016-01-01
34555409,java,2016-01-01
34555412,python,2016-01-01
34555413,r,2016-01-01
34555428,python,2016-01-01
34555437,sql,2016-01-01
34559939,python,2016-01-01
34555459,c#,2016-01-01
34555467,php,2016-01-01
34555468,javascript,2016-01-01
34555491,javascript,2016-01-01
34555498,java,2016-01-01
34555513,javascript,2016-01-01
34555521,c++,2016-01-01
34555526,php,2016-01-01
34555532,java,2016-01-01
34555533,javascript,2016-01-01
34555538,c,2016-01-01
34555548,r,2016-01-01
34555560,swift,2016-01-01
34555563,javascript,2016-01-01
34555568,javascript,2016-01-01
34555571,swift,2016-01-01
34555581,swift,2016-01-01
34555597,javascript,2016-01-01
34555605,c#,2016-01-01
34555628,objective-c,2016-01-01
34555629,objective-c,2016-01-01
34555631,swift,2016-01-01
34555632,php,2016-01-01
34555641,php,2016-01-01
34555642,java,2016-01-01
34555650,javascript,2016-01-01
34555663,javascript,2016-01-01
34555665,c#,2016-01-01
34555669,java,2016-01-01
34555680,c#,2016-01-01
34555683,javascript,2016-01-01
34555688,php,2016-01-01
34555692,python,2016-01-01
34555701,javascript,2016-01-01
34555703,java,2016-01-01
34555704,c#,2016-01-01
34555705,python,2016-01-01
34555706,python,2016-01-01
34555720,php,2016-01-01
34555721,java,2016-01-01
34555725,java,2016-01-01
34555726,scala,2016-01-01
34555733,java,2016-01-01
34555748,javascript,2016-01-01
34555752,php,2016-01-01
34555753,java,2016-01-01
34555757,php,2016-01-01
34555761,javascript,2016-01-01
34555765,swift,2016-01-01
34555766,javascript,2016-01-01
34555771,c++,2016-01-01
34555772,r,2016-01-01
34555781,php,2016-01-01
34555787,c++,2016-01-01
34555793,c++,2016-01-01
34555798,java,2016-01-01
34555815,java,2016-01-01
34555823,c#,2016-01-01
34555832,scala,2016-01-01
34555834,java,2016-01-01
34555837,rust,2016-01-01
34555850,c++,2016-01-01
34555860,ruby,2016-01-01
34555870,python,2016-01-01
34555871,java,2016-01-01
34555877,javascript,2016-01-01
34555900,ruby,2016-01-01
34555906,java,2016-01-01
34555909,swift,2016-01-01
34555916,javascript,2016-01-01
34555917,ruby,2016-01-01
34555932,c#,2016-01-01
34555937,php,2016-01-01
34555948,python,2016-01-01
34555956,swift,2016-01-01
34555958,java,2016-01-01
34555959,java,2016-01-01
34555964,c#,2016-01-01
34555965,objective-c,2016-01-01
34555974,javascript,2016-01-01
34555981,java,2016-01-01
34555983,ruby,2016-01-01
34555985,java,2016-01-01
34556002,javascript,2016-01-01
34556012,javascript,2016-01-01
34556018,matlab,2016-01-01
34556021,python,2016-01-01
34556025,swift,2016-01-01
34556026,javascript,2016-01-01
34556030,objective-c,2016-01-01
34556031,python,2016-01-01
34556034,ruby,2016-01-01
34556044,javascript,2016-01-01
34556046,javascript,2016-01-01
34556062,c#,2016-01-01
34556083,javascript,2016-01-01
34556097,php,2016-01-01
34556098,c#,2016-01-01
34556104,python,2016-01-01
34556108,ruby,2016-01-01
34556111,swift,2016-01-01
34556116,javascript,2016-01-01
34556118,java,2016-01-01
34556119,python,2016-01-01
34556127,c#,2016-01-01
34556133,c#,2016-01-01
34556140,javascript,2016-01-01
34556148,c#,2016-01-01
34556151,javascript,2016-01-01
34556155,python,2016-01-01
34556163,c#,2016-01-01
34556168,r,2016-01-01
34556173,javascript,2016-01-01
34556174,javascript,2016-01-01
34556177,java,2016-01-01
34556180,python,2016-01-01
34556183,c#,2016-01-01
34556190,sql,2016-01-01
34556194,java,2016-01-01
34556201,javascript,2016-01-01
34556207,java,2016-01-01
34556213,c#,2016-01-01
34556219,javascript,2016-01-01
34556239,java,2016-01-01
34556244,sql,2016-01-01
34556249,php,2016-01-01
34556250,python,2016-01-01
34556254,php,2016-01-01
34556266,swift,2016-01-01
34556283,javascript,2016-01-01
34556285,java,2016-01-01
34556287,php,2016-01-01
34556289,objective-c,2016-01-01
34556296,java,2016-01-01
34556302,javascript,2016-01-01
34556308,c#,2016-01-01
34556312,java,2016-01-01
34556316,c#,2016-01-01
34556317,javascript,2016-01-01
34556330,c#,2016-01-01
34556341,python,2016-01-01
34556347,javascript,2016-01-01
34556349,objective-c,2016-01-01
34556362,javascript,2016-01-01
34556368,c++,2016-01-01
34556383,python,2016-01-01
34556386,php,2016-01-01
34556387,java,2016-01-01
34556388,php,2016-01-01
34556398,c#,2016-01-01
34556400,c,2016-01-01
34556417,c#,2016-01-01
34556422,c++,2016-01-01
34556427,python,2016-01-01
34556433,python,2016-01-01
34556435,c++,2016-01-01
34556437,php,2016-01-01
34556440,javascript,2016-01-01
34556445,php,2016-01-01
34556448,java,2016-01-01
34556452,javascript,2016-01-01
34556455,python,2016-01-01
34556461,php,2016-01-01
34556467,java,2016-01-01
34556476,python,2016-01-01
34556477,c#,2016-01-01
34556479,c#,2016-01-01
34556484,php,2016-01-01
34556486,swift,2016-01-01
34556488,python,2016-01-01
34556490,c#,2016-01-01
34556493,python,2016-01-01
34556500,c++,2016-01-01
34556503,javascript,2016-01-01
34556508,c#,2016-01-01
34556511,php,2016-01-01
34556516,java,2016-01-01
34556519,c,2016-01-01
34556523,c++,2016-01-01
34556530,java,2016-01-01
34556533,c++,2016-01-01
34556539,python,2016-01-01
34556542,c#,2016-01-01
34556549,c#,2016-01-01
34556551,php,2016-01-01
34556558,javascript,2016-01-01
34556561,swift,2016-01-01
34556573,javascript,2016-01-01
34556600,bash,2016-01-01
34556603,ruby,2016-01-01
34556608,java,2016-01-01
34556609,python,2016-01-01
34556621,javascript,2016-01-01
34556622,c++,2016-01-01
34556629,php,2016-01-01
34556643,php,2016-01-01
34556645,python,2016-01-01
34556646,php,2016-01-01
34556660,c++,2016-01-01
34556664,javascript,2016-01-01
34556665,java,2016-01-01
34556666,sql,2016-01-01
34556670,ruby,2016-01-01
34556674,javascript,2016-01-01
34556675,c#,2016-01-01
34556677,java,2016-01-01
34556681,php,2016-01-01
34556683,sql,2016-01-01
34556687,java,2016-01-01
34556689,java,2016-01-01
34556693,javascript,2016-01-01
34556718,java,2016-01-01
34556724,javascript,2016-01-01
34556727,php,2016-01-01
34556734,java,2016-01-01
34556737,c++,2016-01-01
34556743,php,2016-01-01
34556745,ruby,2016-01-01
34556747,php,2016-01-01
34556751,python,2016-01-01
34556753,javascript,2016-01-01
34556755,java,2016-01-01
34556764,php,2016-01-01
34556766,javascript,2016-01-01
34556786,javascript,2016-01-01
34556788,objective-c,2016-01-01
34556789,java,2016-01-01
34556792,ruby,2016-01-01
34556801,php,2016-01-01
34556804,c,2016-01-01
34556808,c++,2016-01-01
34556811,python,2016-01-01
34556817,javascript,2016-01-01
34556821,javascript,2016-01-01
34556826,python,2016-01-01
34556838,javascript,2016-01-01
34556842,php,2016-01-01
34556844,java,2016-01-01
34556846,swift,2016-01-01
34556851,swift,2016-01-01
34556854,java,2016-01-01
34556875,java,2016-01-01
34556877,c#,2016-01-01
34556886,c#,2016-01-01
34556887,javascript,2016-01-01
34556888,python,2016-01-01
34556891,javascript,2016-01-01
34556899,php,2016-01-01
34556903,javascript,2016-01-01
34556906,c++,2016-01-01
34556909,java,2016-01-01
34556915,javascript,2016-01-01
34556923,php,2016-01-01
34556930,java,2016-01-01
34556931,php,2016-01-01
34556933,javascript,2016-01-01
34556935,php,2016-01-01
34556937,c++,2016-01-01
34556938,scala,2016-01-01
34556943,c#,2016-01-01
34556944,swift,2016-01-01
34556945,php,2016-01-01
34556960,javascript,2016-01-01
34556964,php,2016-01-01
34556967,python,2016-01-01
34556969,swift,2016-01-01
34556974,python,2016-01-01
34556978,c++,2016-01-01
34556979,python,2016-01-01
34556989,java,2016-01-01
34557007,javascript,2016-01-01
34557015,php,2016-01-01
34557019,javascript,2016-01-01
34557020,bash,2016-01-01
34557030,php,2016-01-01
34557046,javascript,2016-01-01
34557055,php,2016-01-01
34557063,javascript,2016-01-01
34557064,python,2016-01-01
34557072,python,2016-01-01
34557073,c#,2016-01-01
34557078,python,2016-01-01
34557087,javascript,2016-01-01
34557089,c,2016-01-01
34557091,python,2016-01-01
34557096,c++,2016-01-01
34557098,objective-c,2016-01-01
34557099,python,2016-01-01
34557100,c#,2016-01-01
34557101,matlab,2016-01-01
34557109,php,2016-01-01
34557122,assembly,2016-01-01
34557126,php,2016-01-01
34557134,c,2016-01-01
34557143,swift,2016-01-01
34557145,ruby,2016-01-01
34557148,javascript,2016-01-01
34557149,c#,2016-01-01
34557160,c,2016-01-01
34557173,java,2016-01-01
34557185,javascript,2016-01-01
34557187,python,2016-01-01
34557193,java,2016-01-01
34557197,python,2016-01-01
34557198,python,2016-01-01
34557200,java,2016-01-01
34557203,sql,2016-01-01
34557204,php,2016-01-01
34557209,c++,2016-01-01
34557212,c#,2016-01-01
34557221,php,2016-01-01
